0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,3.7996,0.24765,1.9653,2.6302,0.10301,1.4909,1
,,,,,,0.69368,1.1718,1.07,3.4943,3.9021,3.008,1
,,,,,,0.0036184,2.2091,2.3051,1.1795,0.96947,2.6103,1
,,,,,,3.5138,2.9605,2.0802,1.0913,3.604,2.2078,1
,,,,,,3.4021,1.2736,3.9155,0.32356,1.7935,3.4037,1
,,,,,,1.3456,1.9754,2.643,0.74538,0.25118,1.701,1
,,,,,,0.39332,2.5147,3.385,3.04,0.39704,2.2976,1
,,,,,,2.5125,3.0126,0.34857,3.6384,1.474,3.073,1
,,,,,,1.6017,2.7755,1.6915,2.5785,2.0541,2.1581,1
,,,,,,3.7122,0.54752,0.16563,2.0698,1.5203,3.9371,1
,,,,,,3.5224,3.6278,2.4085,2.8064,0.0067864,0.42234,1
,,,,,,2.4763,1.5155,2.9258,0.1803,2.8703,1.204,1
,,,,,,3.5758,2.1185,2.7305,3.561,1.3803,1.5194,1
,,,,,,0.83621,3.9545,0.24413,2.6905,2.6255,1.8909,1
,,,,,,1.0332,3.8328,2.706,0.65949,0.67734,0.89027,1
,,,,,,0.0165,3.2706,1.2283,2.0103,2.4846,1.283,1
,,,,,,0.36181,1.6956,1.3932,2.1273,1.6984,0.9074,1
,,,,,,2.3833,3.2719,2.906,2.496,2.7083,0.087031,1
,,,,,,1.1973,1.778,0.42837,3.8583,0.71524,0.061894,1
,,,,,,3.1017,1.521,1.01,2.2767,3.5498,3.1354,1
,,,,,,2.5696,2.8289,1.7557,2.3107,0.63974,0.074588,1
,,,,,,0.71819,0.95566,2.3487,3.75,0.39138,3.6109,1
,,,,,,1.1334,0.70306,1.228,0.24624,3.0458,0.78642,1
,,,,,,0.54342,0.95259,1.7419,2.636,3.5763,2.4361,1
,,,,,,2.254,1.1344,1.2413,0.39759,0.99091,2.0915,1
,,,,,,0.57702,0.16259,3.6639,2.4347,2.3889,2.8269,1
,,,,,,3.4242,2.2057,2.6337,3.2174,0.30647,1.4128,1
,,,,,,0.12163,3.77,0.70763,0.12926,1.0662,3.0356,1
,,,,,,3.4013,3.1513,2.5804,2.0877,3.3853,2.0223,1
,,,,,,0.9312,0.96573,0.14117,1.1906,2.7362,3.0631,1
,,,,,,3.0197,2.7839,3.1304,2.6426,1.9497,1.4501,1
,,,,,,0.22556,0.06103,0.0072159,2.3909,1.4271,3.7001,1
,,,,,,2.8306,3.0742,1.5381,0.2462,0.85334,3.6044,1
,,,,,,0.73648,1.3276,2.6899,3.5647,0.91535,2.2069,1
,,,,,,3.9784,1.2893,0.15796,3.8133,3.0591,2.0841,1
,,,,,,2.0668,3.0617,1.739,0.7235,1.5846,0.7161,1
,,,,,,2.1526,1.5367,0.69752,0.29418,3.2906,2.4357,1
,,,,,,1.0861,0.87451,2.3328,3.9521,2.1001,2.9118,1
,,,,,,1.513,2.2533,0.76414,1.7116,0.41096,3.5038,1
,,,,,,2.0486,0.88253,1.5346,3.0359,0.19353,1.8933,1
,,,,,,2.0617,0.65055,3.5287,3.6927,3.7555,3.0089,1
,,,,,,1.8757,1.5986,0.0073654,3.4885,2.4589,0.72419,1
,,,,,,0.61667,0.08158,2.7208,3.8535,3.9676,0.085343,1
,,,,,,0.8605,1.6931,1.1301,1.187,1.9071,0.51709,1
,,,,,,2.5807,0.013093,3.2856,2.8402,3.9306,3.4402,1
,,,,,,2.4246,0.17944,1.1764,3.6044,2.2883,3.1868,1
,,,,,,0.72938,0.7565,1.5604,3.4968,0.92999,0.75037,1
,,,,,,3.4708,0.80535,3.8043,3.3144,0.46807,0.68486,1
,,,,,,2.1109,2.4014,3.341,0.14084,0.52151,2.7023,1
,,,,,,3.8982,0.92689,3.5609,3.6245,2.9673,1.5996,1
,,,,,,1.1419,2.2662,3.7304,2.5117,0.55325,3.7421,1
,,,,,,3.7963,2.203,0.51744,2.2904,0.74861,1.9049,1
,,,,,,2.4304,1.352,1.3931,2.9527,1.5859,1.6089,1
,,,,,,3.106,3.9597,2.8544,2.0329,1.344,0.76009,1
,,,,,,0.25393,0.59344,2.5006,3.4593,1.8349,1.3483,1
,,,,,,2.3646,3.4052,3.3345,0.56095,0.41166,1.7639,1
,,,,,,3.599,3.1487,0.88202,2.6285,0.68187,0.55194,1
,,,,,,2.0392,2.0972,1.2773,2.372,2.5656,3.9214,1
,,,,,,2.1313,0.075356,0.87754,2.0535,3.1507,1.7586,1
,,,,,,3.1943,1.0538,0.11214,0.97848,1.4894,3.2154,1
,,,,,,2.6204,3.9944,2.7208,3.894,1.2264,3.2707,1
,,,,,,1.8522,2.8422,1.1446,3.6649,3.5906,0.92611,1
,,,,,,2.2293,0.87236,0.12316,2.608,2.8976,2.565,1
,,,,,,2.9721,2.5665,1.1378,0.44201,1.6268,1.0312,1
,,,,,,2.0573,0.48427,0.45278,2.0585,0.74545,0.49643,1
,,,,,,0.48313,2.2267,0.28649,1.9242,0.20634,1.6282,1
,,,,,,1.0723,3.1519,2.3241,0.27269,3.7759,0.27077,1
,,,,,,3.6994,1.658,0.043844,1.5554,1.6825,0.43904,1
,,,,,,2.3576,0.33466,3.374,3.2208,2.3846,2.1182,1
,,,,,,2.1569,2.3484,0.26425,3.1466,2.0542,0.84601,1
,,,,,,3.7491,2.5571,1.9364,0.47991,3.5833,0.10387,1
,,,,,,1.0225,0.50062,0.64961,1.6479,0.74333,3.9765,1
,,,,,,3.6476,3.461,1.6878,3.1923,0.37401,2.9786,1
,,,,,,2.2285,1.9511,3.4522,1.0109,0.22622,3.9289,1
,,,,,,2.9547,1.1041,2.6256,2.3499,0.19055,3.8055,1
,,,,,,2.7373,1.2459,3.8499,0.14693,2.7309,1.8864,1
,,,,,,0.55882,2.6663,1.583,2.7265,1.902,3.9501,1
,,,,,,3.894,2.0004,1.6477,3.3073,3.7081,3.4117,1
,,,,,,1.6982,1.7766,3.1171,2.7996,1.6455,1.2363,1
,,,,,,0.30485,1.3023,3.6082,1.4071,3.48,3.8069,1
,,,,,,0.4317,2.2637,2.6772,1.9566,2.84,0.45459,1
,,,,,,3.889,0.060891,0.6855,1.1365,3.7695,0.4691,1
,,,,,,2.2814,2.2113,1.2791,1.0639,1.9207,0.0027817,1
,,,,,,1.9353,3.7433,1.0848,3.0597,1.7384,1.2126,1
,,,,,,2.58,1.9271,0.92319,2.3375,2.0483,1.4767,1
,,,,,,0.87282,1.3139,2.81,2.1542,2.098,0.48136,1
,,,,,,2.7796,3.2123,1.2379,3.9627,1.8762,2.8476,1
,,,,,,0.98303,0.57386,3.8955,3.0766,3.8342,3.8301,1
,,,,,,2.5345,0.31449,3.4497,2.3444,3.4244,1.2892,1
,,,,,,3.8405,1.7816,2.4791,3.1634,1.2221,3.1559,1
,,,,,,2.9057,1.862,3.5178,2.1957,2.8813,2.6859,1
,,,,,,3.8786,2.9467,1.2285,0.30568,3.4185,0.43846,1
,,,,,,3.0486,2.7961,2.5048,1.8973,1.2308,2.8959,1
,,,,,,2.1004,2.1324,2.5359,3.3989,0.62721,3.5304,1
,,,,,,1.7872,0.82529,1.2048,1.6123,0.30843,0.0019725,1
,,,,,,2.5534,0.62787,2.3318,0.94719,2.9924,0.40777,1
,,,,,,1.2286,1.609,0.4307,2.166,2.1369,1.4815,1
,,,,,,1.7736,1.7503,3.1936,1.4756,1.8157,3.6588,1
,,,,,,2.6611,3.9003,3.5005,3.0341,3.1697,3.996,1
,,,,,,3.2891,3.707,2.5907,3.0761,0.87511,0.68198,1
,,,,,,1.2761,1.2323,0.22028,1.3852,1.226,0.69047,1
,,,,,,2.6282,3.4503,3.7542,3.8698,2.9261,0.41228,1
,,,,,,2.0216,2.2409,0.23185,1.4232,1.8397,2.4246,1
,,,,,,0.62978,2.1766,0.99658,0.77278,1.6202,1.6476,1
,,,,,,1.2203,3.3691,1.5005,0.36422,1.0067,1.0231,1
,,,,,,0.42041,3.1519,1.6541,1.2529,2.3246,0.80674,1
,,,,,,3.4825,2.1455,0.66074,3.8334,3.2333,0.75076,1
,,,,,,2.7158,0.0073215,3.7679,2.5539,0.20173,3.5351,1
,,,,,,3.3075,1.4806,0.51217,0.83256,0.59499,2.5257,1
,,,,,,3.7843,1.7445,3.0216,1.3325,1.9656,2.4897,1
,,,,,,2.5224,2.5328,2.5606,1.3721,3.5668,2.6331,1
,,,,,,2.0536,0.58711,1.2265,3.5794,1.2521,0.70834,1
,,,,,,2.224,2.2615,0.46288,2.0166,1.1313,2.5034,1
,,,,,,3.9497,1.6125,3.8222,2.2489,0.25885,3.5058,1
,,,,,,2.5076,0.21593,3.2966,3.1574,0.24206,0.71281,1
,,,,,,3.4081,0.54394,0.60879,1.4037,2.3163,2.5823,1
,,,,,,1.961,1.562,1.5716,0.88072,3.3479,3.5365,1
,,,,,,0.079835,1.8302,1.8511,3.2913,1.3896,1.0021,1
,,,,,,0.97533,1.3276,2.9513,0.30417,1.3937,2.3449,1
,,,,,,2.2003,3.4293,3.5026,0.32874,0.16611,1.9475,1
,,,,,,0.40627,2.4286,3.8954,1.2389,1.5653,3.3563,1
,,,,,,1.8972,0.78847,2.8955,3.422,3.4652,0.2067,1
,,,,,,0.69812,0.57408,2.4917,1.8972,0.10104,2.9579,1
,,,,,,1.3015,3.0695,3.3684,1.2969,0.68551,2.2181,1
,,,,,,0.44155,2.6109,1.5122,1.8402,3.3237,1.7179,1
,,,,,,1.7129,1.3691,3.5947,2.6967,0.051323,3.1189,1
,,,,,,2.876,0.22644,3.155,2.2962,1.8668,1.5867,1
,,,,,,3.0705,1.6814,3.6352,3.3713,3.3265,1.4289,1
,,,,,,3.7087,1.8435,1.6856,0.30329,3.6011,2.6379,1
,,,,,,3.0278,2.142,0.28235,1.0394,2.0282,1.5767,1
,,,,,,1.33,3.3137,3.6301,2.7502,3.3549,0.71391,1
,,,,,,3.5222,3.9935,2.451,1.73,2.2706,0.21718,1
,,,,,,2.1024,1.5296,3.0014,1.2949,3.0958,0.98848,1
,,,,,,1.0694,0.76032,2.3216,0.18429,1.2509,3.6073,1
,,,,,,0.67287,3.9696,3.9781,1.2414,0.43037,3.9298,1
,,,,,,0.18004,2.7197,0.66347,1.7065,2.7783,1.9364,1
,,,,,,0.6831,3.7396,2.8353,2.4623,2.967,0.579,1
,,,,,,3.7031,2.5456,0.66681,0.97206,1.5877,2.0467,1
,,,,,,0.43449,2.5948,0.31732,3.3789,1.3863,3.9741,1
,,,,,,3.3366,1.5304,2.5363,3.5312,0.21744,3.0503,1
,,,,,,0.60726,0.11149,2.2059,3.713,1.4995,3.8641,1
,,,,,,3.4235,2.3723,3.0891,2.2505,1.4674,3.7195,1
,,,,,,2.3943,2.9252,0.21953,1.2119,1.1367,0.94596,1
,,,,,,0.79107,2.6125,0.18657,3.0806,3.6576,0.39009,1
,,,,,,3.1901,0.24785,2.33,2.0289,2.6406,1.6391,1
,,,,,,3.1495,0.61216,3.047,2.4503,1.7021,0.52469,1
,,,,,,0.38234,3.0226,0.74104,2.7463,2.5004,3.0183,1
,,,,,,0.68579,1.9833,2.1439,0.33562,2.4005,1.3924,1
,,,,,,2.4112,1.5375,2.2948,2.8564,3.922,1.7991,1
,,,,,,1.3004,1.1533,2.4198,1.1935,3.0573,0.79734,1
,,,,,,1.0691,0.74547,0.16317,0.93277,2.8756,2.9461,1
,,,,,,3.1572,3.7894,1.0805,1.2698,3.5226,0.81347,1
,,,,,,2.4665,1.5922,0.7158,1.1281,0.042601,3.0726,1
,,,,,,2.7459,0.55661,2.1109,1.0023,2.2861,0.96512,1
,,,,,,2.7897,2.1655,2.9403,0.49418,3.8864,2.4549,1
,,,,,,3.7281,0.12207,3.6705,2.6726,2.1345,1.3831,1
,,,,,,0.48075,2.1938,0.12239,1.1136,0.25087,2.8905,1
,,,,,,2.4275,1.5864,3.2969,0.99027,2.2588,0.46889,1
,,,,,,1.9595,3.0438,3.3896,2.2751,0.91251,0.72315,1
,,,,,,2.1188,0.65114,1.8785,0.20539,1.7623,0.77546,1
,,,,,,0.88748,1.8724,1.4813,3.2927,0.39562,1.4422,1
,,,,,,2.9927,2.3746,0.30255,0.14778,0.50846,1.6176,1
,,,,,,1.0326,0.34134,0.67983,1.0687,3.2065,0.90312,1
,,,,,,0.79646,1.9886,2.6879,1.2088,1.0195,2.6762,1
,,,,,,3.4861,3.1076,2.3605,2.6492,1.9997,3.8289,1
,,,,,,0.10874,0.53527,2.6712,2.503,2.092,1.7267,1
-3.0277,-5.8715,3.0124,1.2124,0.38223,0.064411,,,,,,,2
0.43029,4.5101,2.8122,1.7129,2.1731,3.7393,,,,,,,2
-0.32491,3.9033,0.98649,2.6441,3.4249,2.4591,,,,,,,2
-1.4261,3.4028,0.15977,1.5244,1.0574,2.6743,,,,,,,2
5.1176,3.2064,1.8485,0.54468,3.1022,1.6871,,,,,,,2
4.5002,-1.7358,0.4695,0.38651,2.5517,2.8111,,,,,,,2
3.901,-4.2927,0.64648,1.2206,2.9002,1.8828,,,,,,,2
3.001,3.7801,1.679,3.2955,3.5786,1.6356,,,,,,,2
-5.7388,2.1817,2.6645,2.509,3.0719,3.9545,,,,,,,2
0.19495,3.6133,3.8926,0.82373,0.82739,1.941,,,,,,,2
2.4436,5.3987,1.1186,3.9207,0.17322,0.46905,,,,,,,2
3.364,-6.2216,2.1256,1.7511,0.61425,3.4323,,,,,,,2
4.1771,1.5726,3.7228,3.3408,2.8733,1.3679,,,,,,,2
-2.9551,-3.011,0.66665,2.1567,0.51457,1.2655,,,,,,,2
-5.2448,-4.0302,3.157,0.10051,0.88316,1.5101,,,,,,,2
0.11348,5.0804,0.41186,0.027297,1.8142,3.4795,,,,,,,2
-0.28937,3.9639,3.5345,3.1443,1.861,2.1257,,,,,,,2
0.37999,-1.7044,2.089,1.7896,0.35915,0.10062,,,,,,,2
1.4025,3.6772,3.8965,1.1549,2.0269,0.99342,,,,,,,2
3.9432,-2.3555,3.0244,3.4527,0.30604,2.8947,,,,,,,2
-4.6838,2.4717,2.8903,2.6249,0.6661,1.7295,,,,,,,2
3.9084,-2.963,0.010405,1.1388,2.9908,1.0458,,,,,,,2
-5.3062,1.9396,0.82245,2.5783,1.3383,0.75764,,,,,,,2
2.5405,3.7329,1.0415,1.0543,1.2202,0.85791,,,,,,,2
-5.3222,2.5691,0.31982,0.69911,3.2755,1.9796,,,,,,,2
-2.1143,5.8617,2.9413,1.4745,3.9282,0.132,,,,,,,2
-6.2984,-2.0739,3.2906,2.1502,3.8759,1.4905,,,,,,,2
-6.1968,0.30631,1.3736,3.7056,2.3065,1.4267,,,,,,,2
-3.144,4.7117,0.54455,2.9965,0.93393,1.0988,,,,,,,2
-5.6831,0.71984,2.6636,0.59094,1.1684,1.0576,,,,,,,2
-0.44579,-6.3546,3.3218,0.011551,2.6951,2.9781,,,,,,,2
-6.3211,2.0113,2.6945,0.50806,2.295,0.52674,,,,,,,2
-5.8488,3.1339,0.55784,3.6677,0.79881,3.2123,,,,,,,2
3.4708,2.1062,1.5153,2.6885,3.8328,1.2176,,,,,,,2
-1.1761,6.0403,2.7135,0.45516,1.3446,1.3714,,,,,,,2
-5.8065,-2.5876,2.0637,3.8409,0.59866,2.6374,,,,,,,2
4.5471,-1.8804,3.9122,0.47753,1.3135,0.15586,,,,,,,2
2.1454,2.8337,1.0709,1.9697,0.45239,3.0886,,,,,,,2
-0.85314,-5.6499,3.4676,1.4453,3.0877,2.7603,,,,,,,2
-5.4443,0.68301,1.495,1.88,3.1703,3.709,,,,,,,2
-0.95467,-4.8655,0.54652,0.23512,2.3483,0.24807,,,,,,,2
-0.17815,4.0046,0.33077,1.32,0.31677,2.7499,,,,,,,2
-0.20021,-4.0932,2.9553,1.0581,0.77161,2.9028,,,,,,,2
8.4093,-0.97727,1.4883,0.98367,3.1016,3.3861,,,,,,,2
-4.9557,2.2834,1.5221,3.7907,1.4136,2.2152,,,,,,,2
2.9079,1.2512,1.2087,0.12977,3.3558,3.3696,,,,,,,2
-3.9486,3.4298,1.1781,3.6246,0.53555,0.19568,,,,,,,2
3.1809,3.2693,1.0393,1.474,2.7926,3.0352,,,,,,,2
0.90229,5.3891,1.8539,2.6502,0.76138,2.704,,,,,,,2
-6.3088,0.64753,3.9514,3.8145,1.5872,3.4977,,,,,,,2
3.5576,2.0398,1.5403,0.37651,1.3558,1.3238,,,,,,,2
4.0046,-3.4304,3.7729,2.7413,3.6908,2.074,,,,,,,2
-0.11795,4.4589,0.668,1.6498,3.3536,1.8158,,,,,,,2
-4.0735,-5.3245,3.7,0.44715,2.5181,0.71801,,,,,,,2
-4.8265,-3.4434,3.0173,1.9673,3.462,3.3896,,,,,,,2
0.60429,3.157,3.4264,1.8462,0.86516,0.1857,,,,,,,2
-4.3674,-0.90288,2.4095,3.5082,0.2596,2.0944,,,,,,,2
2.2627,3.5873,0.42947,2.641,2.712,0.93081,,,,,,,2
-4.7729,-0.039491,1.8219,1.1119,2.1405,3.6131,,,,,,,2
-3.8795,1.4262,2.6184,2.6287,2.0694,2.165,,,,,,,2
6.6121,1.1208,0.23013,2.5817,1.0229,0.39474,,,,,,,2
-3.7151,-3.4832,0.085052,3.5889,3.4113,3.4283,,,,,,,2
3.5246,-1.1692,1.1592,3.5293,3.2928,0.17095,,,,,,,2
2.5031,4.8543,3.7259,1.3407,0.066289,0.56817,,,,,,,2
-1.0587,4.5762,2.0561,1.708,1.8988,0.86999,,,,,,,2
-7.771,-0.6698,3.5012,3.2151,3.7765,3.1098,,,,,,,2
-5.1997,2.501,1.5124,3.6924,1.8345,1.4304,,,,,,,2
2.2748,6.6188,3.538,3.4669,3.3999,0.1013,,,,,,,2
-2.1442,-2.8267,2.1391,1.9986,2.1422,3.3351,,,,,,,2
-2.0355,5.8868,3.5704,2.3379,1.7364,1.4528,,,,,,,2
-0.89421,6.0466,0.41105,3.699,0.097735,3.1542,,,,,,,2
0.93572,-4.7932,0.84818,0.66447,2.0174,3.5186,,,,,,,2
1.5606,-3.0359,2.8064,1.4974,3.5059,2.706,,,,,,,2
-6.1142,1.8335,1.4454,1.0376,3.633,2.181,,,,,,,2
-4.5318,-1.2692,0.0055829,3.3219,1.1408,3.5956,,,,,,,2
4.0545,2.0384,1.5372,0.28071,0.53081,0.39797,,,,,,,2
6.1593,3.7007,1.2806,1.1241,0.00053017,0.36376,,,,,,,2
-0.23381,-3.3065,1.5734,2.2202,1.2718,0.13696,,,,,,,2
-2.5373,4.9397,0.725,2.4759,2.1204,1.2967,,,,,,,2
-0.65814,-3.5602,0.83751,1.6391,3.3167,0.66426,,,,,,,2
-3.49,4.3971,2.3749,1.0337,2.6943,3.9923,,,,,,,2
-3.1104,4.1622,2.3779,1.667,3.6521,1.6619,,,,,,,2
-4.0056,-1.1825,0.68988,1.5282,3.0246,3.0173,,,,,,,2
-2.8383,-6.1226,3.732,0.38534,0.67405,2.7733,,,,,,,2
2.7417,0.0099905,0.22487,0.52514,3.8561,3.0826,,,,,,,2
0.84809,6.1109,0.8069,2.4396,1.3931,3.649,,,,,,,2
-4.9617,-1.3771,2.033,2.6248,2.394,1.2427,,,,,,,2
-1.1407,-4.2492,3.0369,3.364,2.9256,0.81887,,,,,,,2
4.0341,-6.6793,0.58421,1.9993,3.4833,0.29152,,,,,,,2
-1.6093,4.1622,3.7243,1.2288,1.3336,2.3488,,,,,,,2
-1.2388,4.0469,1.6878,0.67906,1.8522,2.1699,,,,,,,2
2.8398,-2.6799,0.22599,0.19506,0.66755,2.5763,,,,,,,2
-3.7889,-0.2784,2.6968,0.90327,1.8656,2.392,,,,,,,2
-0.16449,5.4944,1.1192,1.4679,1.8255,1.8001,,,,,,,2
0.48416,3.5096,3.1203,2.2714,0.51129,0.6502,,,,,,,2
-1.0492,-5.4582,3.8514,2.2789,2.5597,3.0597,,,,,,,2
-4.1993,-3.8395,2.753,3.1151,3.586,3.9332,,,,,,,2
1.9805,6.0402,1.9937,2.361,1.7097,0.57259,,,,,,,2
7.2738,-0.52289,0.39613,0.44265,0.70338,3.3108,,,,,,,2
-1.1497,3.4456,1.151,2.5627,1.1796,3.5245,,,,,,,2
0.50343,3.747,2.1524,0.28808,0.23495,0.2818,,,,,,,2
3.8011,2.3705,0.04532,1.4634,0.24069,1.9115,,,,,,,2
-2.6586,4.8622,1.1314,1.1492,0.10664,2.955,,,,,,,2
-3.1311,2.5318,2.3583,2.9658,2.2019,2.9349,,,,,,,2
-1.0971,-5.2796,0.68819,0.26795,2.2522,3.265,,,,,,,2
-3.4482,-3.8308,0.68039,3.0287,1.2184,2.1339,,,,,,,2
-3.5181,1.4181,2.7054,0.96285,3.018,2.2433,,,,,,,2
-4.1454,1.8405,2.2784,0.92364,2.6844,1.3861,,,,,,,2
1.8558,-6.1599,2.2067,0.047954,3.7594,2.203,,,,,,,2
3.0476,-1.2289,3.8698,0.5299,1.9406,0.084411,,,,,,,2
4.4711,3.5252,2.5137,0.83755,2.0724,2.9471,,,,,,,2
-0.65393,4.597,1.2982,0.85673,3.1568,3.3359,,,,,,,2
-5.0987,-4.0261,2.0841,3.6232,2.2847,3.3453,,,,,,,2
0.79436,4.6602,3.4597,1.1111,3.066,0.13248,,,,,,,2
-5.946,-0.73696,3.9764,0.38841,3.6807,3.6487,,,,,,,2
3.2243,3.1588,3.354,3.1313,0.84123,0.3797,,,,,,,2
0.33736,-4.0243,1.3896,2.6701,2.4325,3.4036,,,,,,,2
4.3306,-1.5182,2.9976,2.4507,1.8629,2.0888,,,,,,,2
-5.058,-3.0159,3.7577,1.3752,2.4668,0.065466,,,,,,,2
1.2299,-3.4808,2.6723,2.7614,0.81237,0.51671,,,,,,,2
-3.9308,-1.3799,1.9248,0.93424,2.7104,2.3727,,,,,,,2
-3.4533,-6.8284,1.1447,1.2321,0.069262,2.8871,,,,,,,2
-5.6711,0.97895,2.3806,1.4292,0.90643,0.1481,,,,,,,2
5.7691,2.3763,1.3456,0.86679,3.6579,0.70468,,,,,,,2
-1.8882,3.4772,3.8382,2.7091,3.0737,0.92975,,,,,,,2
4.4492,1.4206,1.7683,2.9441,2.1333,2.8601,,,,,,,2
-0.24757,5.3293,3.848,0.040074,0.27352,3.0823,,,,,,,2
-0.063939,4.6615,2.7055,1.4237,0.79834,2.3575,,,,,,,2
-1.9879,-4.4751,2.8243,0.95982,0.048071,3.4918,,,,,,,2
3.8046,-2.7337,3.8308,3.7104,3.8663,1.816,,,,,,,2
4.9651,-2.9245,3.7595,3.0519,3.3288,3.9357,,,,,,,2
2.7541,-4.0316,3.335,1.5175,1.7812,1.0398,,,,,,,2
6.1634,0.71539,0.62097,2.7438,3.962,2.7627,,,,,,,2
5.1561,-0.38914,3.3217,2.7955,3.1771,2.387,,,,,,,2
-1.5282,-5.8408,1.8566,2.3616,1.9544,1.1173,,,,,,,2
0.92994,5.3117,1.1948,3.8482,0.52236,1.1168,,,,,,,2
4.5771,-1.301,2.0932,3.1254,0.84897,2.7351,,,,,,,2
2.6587,4.4877,3.3265,2.1537,3.3244,3.2451,,,,,,,2
0.51924,-4.7971,2.1565,0.37655,1.2951,0.30496,,,,,,,2
-1.9462,-6.0397,1.0393,3.544,2.9551,1.4775,,,,,,,2
-0.028853,4.0736,1.4162,1.03,0.63949,3.2249,,,,,,,2
-0.10956,4.0808,0.74695,1.854,2.9259,3.8333,,,,,,,2
-2.9951,-2.1927,1.4026,1.3232,0.21478,3.9749,,,,,,,2
2.5933,-4.381,0.75887,3.0271,2.8576,1.7023,,,,,,,2
2.052,0.43456,3.3428,3.2114,0.48694,1.7326,,,,,,,2
3.4013,-4.1147,1.5366,3.2125,3.9362,1.3538,,,,,,,2
-0.53166,6.7771,0.037999,3.5065,2.3724,1.8187,,,,,,,2
5.274,-2.6179,1.2361,0.3499,1.0782,3.0799,,,,,,,2
-3.0832,-5.17,3.347,2.6717,1.728,3.0228,,,,,,,2
1.0371,3.681,1.1253,2.0097,3.722,3.9696,,,,,,,2
1.4383,6.3769,3.1254,1.3422,2.0315,0.81229,,,,,,,2
0.28393,6.5426,2.1261,2.3542,0.25639,1.5017,,,,,,,2
0.17175,-3.9169,0.61566,1.4077,2.6364,2.8347,,,,,,,2
-1.7084,-6.8005,2.101,0.82687,1.7967,0.65399,,,,,,,2
-0.18069,5.696,1.133,1.0486,0.58867,1.2958,,,,,,,2
6.038,-4.6321,2.8595,0.3946,3.1009,3.236,,,,,,,2
-3.2146,-5.5786,2.9376,0.60025,2.125,0.87583,,,,,,,2
6.7094,0.82321,1.7985,1.2841,0.35158,1.3136,,,,,,,2
-3.362,-0.60727,0.72831,2.3776,3.6018,1.848,,,,,,,2
1.891,4.3108,0.54216,0.61495,3.4726,1.4093,,,,,,,2
-6.6731,1.045,1.0911,0.2505,0.2252,0.29416,,,,,,,2
-2.2653,-0.66299,2.5426,0.031129,2.5602,2.0208,,,,,,,2
-5.6785,0.23727,3.2248,3.097,3.5571,1.0968,,,,,,,2
-4.3438,-2.2265,2.6715,2.7282,1.3909,2.2705,,,,,,,2
-0.39144,5.7986,1.1464,0.48201,2.6669,0.11004,,,,,,,2
-0.314,-6.5709,0.56977,2.877,1.8178,2.4549,,,,,,,2
0.96589,4.2954,0.9835,0.64742,1.7875,1.6944,,,,,,,2
