0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,,,,,0.28,0.42,1.95,1.05,1.82,520.0,2
,,,,,,,0.63,0.41,3.27,1.25,1.67,680.0,2
,,,,,,,0.53,0.62,5.75,0.98,1.59,450.0,2
,,,,,,,0.32,0.73,3.8,1.23,2.46,630.0,2
,,,,,,,0.19,1.87,4.45,1.22,2.87,420.0,2
,,,,,,,0.45,1.03,2.95,1.45,2.23,355.0,2
,,,,,,,0.37,2.08,4.6,1.19,2.3,678.0,2
,,,,,,,0.26,2.28,5.3,1.12,3.18,502.0,2
,,,,,,,0.27,1.04,4.68,1.12,3.48,510.0,2
,,,,,,,0.55,0.42,3.17,1.02,1.93,750.0,2
,,,,,,,0.14,2.5,2.85,1.28,3.07,718.0,2
,,,,,,,0.37,1.46,3.05,0.906,1.82,870.0,2
,,,,,,,0.21,1.87,3.38,1.36,3.16,410.0,2
,,,,,,,0.27,1.03,3.74,0.98,2.78,472.0,2
,,,,,,,0.21,1.96,3.35,1.31,3.5,985.0,2
,,,,,,,0.13,1.65,3.21,0.99,3.13,886.0,2
,,,,,,,0.34,1.15,3.8,1.23,2.14,428.0,2
,,,,,,,0.24,1.46,4.6,1.19,2.48,392.0,2
,,,,,,,0.43,0.95,2.65,0.96,2.52,500.0,2
,,,,,,,0.35,2.76,3.4,1.06,2.31,750.0,2
,,,,,,,0.43,1.95,2.57,1.19,3.13,463.0,2
,,,,,,,0.3,1.43,2.5,1.38,3.12,278.0,2
,,,,,,,0.26,1.77,3.9,1.16,3.14,714.0,2
,,,,,,,0.4,1.4,2.2,1.31,2.72,630.0,2
,,,,,,,0.61,1.62,4.8,0.84,2.01,515.0,2
,,,,,,,0.22,2.35,3.05,0.79,3.08,520.0,2
,,,,,,,0.3,1.46,2.62,1.23,3.16,450.0,2
,,,,,,,0.43,1.56,2.45,1.33,2.26,495.0,2
,,,,,,,0.4,1.34,2.6,1.36,3.21,562.0,2
,,,,,,,0.48,1.35,2.8,1.0,2.75,680.0,2
12.08,1.33,2.3,23.6,70.0,2.2,1.59,,,,,,,2
12.08,1.83,2.32,18.5,81.0,1.6,1.5,,,,,,,2
12.0,1.51,2.42,22.0,86.0,1.45,1.25,,,,,,,2
12.69,1.53,2.26,20.7,80.0,1.38,1.46,,,,,,,2
12.29,2.83,2.22,18.0,88.0,2.45,2.25,,,,,,,2
11.62,1.99,2.28,18.0,98.0,3.02,2.26,,,,,,,2
12.47,1.52,2.2,19.0,162.0,2.5,2.27,,,,,,,2
11.81,2.12,2.74,21.5,134.0,1.6,0.99,,,,,,,2
12.29,1.41,1.98,16.0,85.0,2.55,2.5,,,,,,,2
12.37,1.07,2.1,18.5,88.0,3.52,3.75,,,,,,,2
12.29,3.17,2.21,18.0,88.0,2.85,2.99,,,,,,,2
12.08,2.08,1.7,17.5,97.0,2.23,2.17,,,,,,,2
12.6,1.34,1.9,18.5,88.0,1.45,1.36,,,,,,,2
12.34,2.45,2.46,21.0,98.0,2.56,2.11,,,,,,,2
11.82,1.72,1.88,19.5,86.0,2.5,1.64,,,,,,,2
12.51,1.73,1.98,20.5,85.0,2.2,1.92,,,,,,,2
12.42,2.55,2.27,22.0,90.0,1.68,1.84,,,,,,,2
12.25,1.73,2.12,19.0,80.0,1.65,2.03,,,,,,,2
12.72,1.75,2.28,22.5,84.0,1.38,1.76,,,,,,,2
12.22,1.29,1.94,19.0,92.0,2.36,2.04,,,,,,,2
11.61,1.35,2.7,20.0,94.0,2.74,2.92,,,,,,,2
11.46,3.74,1.82,19.5,107.0,3.18,2.58,,,,,,,2
12.52,2.43,2.17,21.0,88.0,2.55,2.27,,,,,,,2
11.76,2.68,2.92,20.0,103.0,1.75,2.03,,,,,,,2
11.41,0.74,2.5,21.0,88.0,2.48,2.01,,,,,,,2
12.08,1.39,2.5,22.5,84.0,2.56,2.29,,,,,,,2
11.03,1.51,2.2,21.5,85.0,2.46,2.17,,,,,,,2
11.82,1.47,1.99,20.8,86.0,1.98,1.6,,,,,,,2
12.42,1.61,2.19,22.5,108.0,2.0,2.09,,,,,,,2
12.77,3.43,1.98,16.0,80.0,1.63,1.25,,,,,,,2
12.0,3.43,2.0,19.0,87.0,2.0,1.64,,,,,,,2
11.45,2.4,2.42,20.0,96.0,2.9,2.79,,,,,,,2
11.56,2.05,3.23,28.5,119.0,3.18,5.08,,,,,,,2
12.42,4.43,2.73,26.5,102.0,2.2,2.13,,,,,,,2
13.05,5.8,2.13,21.5,86.0,2.62,2.65,,,,,,,2
11.87,4.31,2.39,21.0,82.0,2.86,3.03,,,,,,,2
12.07,2.16,2.17,21.0,85.0,2.6,2.65,,,,,,,2
12.43,1.53,2.29,21.5,86.0,2.74,3.15,,,,,,,2
11.79,2.13,2.78,28.5,92.0,2.13,2.24,,,,,,,2
12.37,1.63,2.3,24.5,88.0,2.22,2.45,,,,,,,2
12.04,4.3,2.38,22.0,80.0,2.1,1.75,,,,,,,2
12.86,1.35,2.32,18.0,122.0,1.51,1.25,,,,,,,3
12.88,2.99,2.4,20.0,104.0,1.3,1.22,,,,,,,3
12.81,2.31,2.4,24.0,98.0,1.15,1.09,,,,,,,3
12.7,3.55,2.36,21.5,106.0,1.7,1.2,,,,,,,3
12.51,1.24,2.25,17.5,85.0,2.0,0.58,,,,,,,3
12.6,2.46,2.2,18.5,94.0,1.62,0.66,,,,,,,3
12.25,4.72,2.54,21.0,89.0,1.38,0.47,,,,,,,3
12.53,5.51,2.64,25.0,96.0,1.79,0.6,,,,,,,3
13.49,3.59,2.19,19.5,88.0,1.62,0.48,,,,,,,3
12.84,2.96,2.61,24.0,101.0,2.32,0.6,,,,,,,3
12.93,2.81,2.7,21.0,96.0,1.54,0.5,,,,,,,3
13.36,2.56,2.35,20.0,89.0,1.4,0.5,,,,,,,3
13.52,3.17,2.72,23.5,97.0,1.55,0.52,,,,,,,3
13.62,4.95,2.35,20.0,92.0,2.0,0.8,,,,,,,3
12.25,3.88,2.2,18.5,112.0,1.38,0.78,,,,,,,3
13.16,3.57,2.15,21.0,102.0,1.5,0.55,,,,,,,3
13.88,5.04,2.23,20.0,80.0,0.98,0.34,,,,,,,3
12.87,4.61,2.48,21.5,86.0,1.7,0.65,,,,,,,3
13.32,3.24,2.38,21.5,92.0,1.93,0.76,,,,,,,3
13.08,3.9,2.36,21.5,113.0,1.41,1.39,,,,,,,3
13.5,3.12,2.62,24.0,123.0,1.4,1.57,,,,,,,3
12.79,2.67,2.48,22.0,112.0,1.48,1.36,,,,,,,3
13.11,1.9,2.75,25.5,116.0,2.2,1.28,,,,,,,3
13.23,3.3,2.28,18.5,98.0,1.8,0.83,,,,,,,3
12.58,1.29,2.1,20.0,103.0,1.48,0.58,,,,,,,3
13.17,5.19,2.32,22.0,93.0,1.74,0.63,,,,,,,3
13.84,4.12,2.38,19.5,89.0,1.8,0.83,,,,,,,3
12.45,3.03,2.64,27.0,97.0,1.9,0.58,,,,,,,3
14.34,1.68,2.7,25.0,98.0,2.8,1.31,,,,,,,3
13.48,1.67,2.64,22.5,89.0,2.6,1.1,,,,,,,3
12.36,3.83,2.38,21.0,88.0,2.3,0.92,,,,,,,3
13.69,3.26,2.54,20.0,107.0,1.83,0.56,,,,,,,3
12.85,3.27,2.58,22.0,106.0,1.65,0.6,,,,,,,3
12.96,3.45,2.35,18.5,106.0,1.39,0.7,,,,,,,3
13.78,2.76,2.3,22.0,90.0,1.35,0.68,,,,,,,3
13.73,4.36,2.26,22.5,88.0,1.28,0.47,,,,,,,3
13.45,3.7,2.6,23.0,111.0,1.7,0.92,,,,,,,3
12.82,3.37,2.3,19.5,88.0,1.48,0.66,,,,,,,3
13.58,2.58,2.69,24.5,105.0,1.55,0.84,,,,,,,3
13.4,4.6,2.86,25.0,112.0,1.98,0.96,,,,,,,3
12.2,3.03,2.32,19.0,96.0,1.25,0.49,,,,,,,3
12.77,2.39,2.28,19.5,86.0,1.39,0.51,,,,,,,3
14.16,2.51,2.48,20.0,91.0,1.68,0.7,,,,,,,3
13.71,5.65,2.45,20.5,95.0,1.68,0.61,,,,,,,3
13.4,3.91,2.48,23.0,102.0,1.8,0.75,,,,,,,3
13.27,4.28,2.26,20.0,120.0,1.59,0.69,,,,,,,3
13.17,2.59,2.37,20.0,120.0,1.65,0.68,,,,,,,3
14.13,4.1,2.74,24.5,96.0,2.05,0.76,,,,,,,3
