0,1,2,3,4,5,6,7,8
,,,,0.2205,0.114,0.165,9.0,3.0
,,,,0.3135,0.231,0.33,12.0,3.0
,,,,0.341,0.1675,0.255,15.0,1.0
,,,,0.307,0.1525,0.26,12.0,1.0
,,,,0.4015,0.254,0.39,13.0,1.0
,,,,0.507,0.318,0.39,10.0,3.0
,,,,0.588,0.3425,0.485,15.0,1.0
,,,,0.5755,0.388,0.48,14.0,1.0
,,,,0.269,0.1385,0.25,9.0,1.0
,,,,0.214,0.132,0.145,8.0,1.0
,,,,0.201,0.133,0.165,7.0,1.0
,,,,0.2775,0.085,0.155,10.0,3.0
,,,,0.105,0.046,0.075,7.0,2.0
,,,,0.328,0.1915,0.255,15.0,1.0
,,,,0.316,0.164,0.335,15.0,1.0
,,,,0.3105,0.1675,0.205,10.0,1.0
,,,,0.4975,0.2405,0.345,12.0,1.0
,,,,0.291,0.1835,0.235,12.0,3.0
,,,,0.2935,0.183,0.28,11.0,3.0
,,,,0.261,0.1315,0.22,10.0,3.0
,,,,0.231,0.179,0.2,9.0,3.0
,,,,0.136,0.098,0.13,9.0,3.0
,,,,0.2375,0.1345,0.155,9.0,1.0
,,,,0.172,0.107,0.175,9.0,1.0
,,,,0.1485,0.0635,0.105,9.0,2.0
,,,,0.13,0.063,0.165,9.0,1.0
,,,,0.2975,0.146,0.21,11.0,3.0
,,,,0.233,0.1585,0.18,11.0,3.0
,,,,0.2555,0.102,0.22,11.0,3.0
,,,,0.1305,0.0955,0.165,10.0,1.0
,,,,0.3465,0.172,0.31,9.0,3.0
,,,,0.1145,0.0595,0.085,8.0,1.0
,,,,0.163,0.1035,0.14,9.0,3.0
,,,,0.103,0.0575,0.085,7.0,2.0
,,,,0.304,0.1725,0.255,14.0,3.0
,,,,0.09,0.051,0.07,6.0,1.0
,,,,0.081,0.0505,0.07,6.0,2.0
,,,,0.0285,0.0235,0.03,5.0,2.0
,,,,0.1075,0.0545,0.07,6.0,2.0
,,,,0.112,0.061,0.08,8.0,2.0
,,,,0.63,0.2635,0.54,19.0,1.0
,,,,0.7665,0.261,0.78,18.0,1.0
,,,,0.4835,0.283,0.41,17.0,1.0
,,,,0.175,0.063,0.129,9.0,3.0
,,,,0.085,0.036,0.062,7.0,3.0
,,,,0.086,0.056,0.068,7.0,2.0
,,,,0.04,0.0205,0.028,7.0,2.0
,,,,0.1635,0.081,0.1355,8.0,3.0
,,,,0.0675,0.0345,0.048,7.0,3.0
,,,,0.094,0.0295,0.063,9.0,1.0
,,,,0.151,0.063,0.117,9.0,3.0
,,,,0.096,0.0575,0.0925,9.0,1.0
,,,,0.341,0.2055,0.2475,10.0,3.0
,,,,0.295,0.1435,0.2665,10.0,3.0
,,,,0.519,0.306,0.4465,16.0,1.0
,,,,0.34,0.19,0.2425,11.0,1.0
,,,,0.2075,0.1165,0.17,10.0,1.0
,,,,0.245,0.1075,0.174,10.0,3.0
,,,,0.224,0.108,0.1565,10.0,1.0
,,,,0.052,0.039,0.042,9.0,2.0
,,,,0.0105,0.0065,0.0125,5.0,2.0
,,,,0.013,0.008,0.01,4.0,2.0
,,,,0.4415,0.262,0.325,15.0,1.0
,,,,0.469,0.2585,0.335,9.0,3.0
,,,,0.5065,0.305,0.45,10.0,3.0
,,,,0.37,0.2355,0.355,10.0,3.0
,,,,0.387,0.1495,0.31,12.0,3.0
,,,,0.32,0.131,0.21,10.0,1.0
,,,,0.392,0.2425,0.34,13.0,3.0
,,,,0.546,0.2615,0.635,16.0,1.0
,,,,0.374,0.2135,0.285,13.0,3.0
,,,,0.2985,0.1785,0.44,13.0,3.0
,,,,0.4215,0.2475,0.34,13.0,1.0
,,,,0.53,0.2575,0.28,13.0,3.0
,,,,0.544,0.297,0.345,12.0,1.0
,,,,0.65,0.398,1.005,18.0,3.0
,,,,0.5605,0.2895,0.815,16.0,3.0
,,,,1.0705,0.483,0.725,14.0,1.0
,,,,0.765,0.4515,0.85,20.0,3.0
,,,,0.625,0.408,0.65,20.0,3.0
,,,,0.8175,0.3085,0.76,14.0,1.0
,,,,0.5125,0.409,0.62,12.0,3.0
,,,,0.7125,0.541,0.59,14.0,1.0
,,,,0.308,0.169,0.255,7.0,3.0
,,,,0.486,0.233,0.285,8.0,1.0
,,,,0.32,0.1845,0.22,8.0,3.0
,,,,0.0185,0.018,0.015,5.0,2.0
,,,,0.0645,0.037,0.075,7.0,2.0
,,,,0.06,0.0375,0.035,5.0,2.0
,,,,0.053,0.0475,0.05,8.0,2.0
,,,,0.025,0.015,0.015,4.0,2.0
,,,,0.385,0.2165,0.35,11.0,1.0
,,,,0.399,0.2,0.295,14.0,1.0
,,,,0.515,0.266,0.57,21.0,1.0
,,,,0.429,0.268,0.3,10.0,3.0
,,,,0.4355,0.214,0.325,10.0,3.0
,,,,0.621,0.367,0.46,12.0,3.0
,,,,0.5455,0.2965,0.355,13.0,1.0
,,,,0.392,0.336,0.285,12.0,3.0
,,,,0.54,0.3315,0.38,10.0,3.0
,,,,0.5265,0.335,0.315,11.0,3.0
,,,,0.365,0.271,0.29,9.0,3.0
,,,,0.4845,0.2165,0.325,13.0,1.0
,,,,0.419,0.2405,0.36,12.0,1.0
,,,,0.276,0.1815,0.36,14.0,1.0
,,,,0.092,0.06,0.15,8.0,2.0
,,,,0.459,0.1965,0.195,10.0,3.0
,,,,0.346,0.1535,0.245,12.0,1.0
,,,,0.285,0.145,0.21,11.0,3.0
,,,,0.4445,0.2635,0.465,16.0,1.0
,,,,0.432,0.178,0.26,15.0,1.0
,,,,0.3635,0.213,0.285,10.0,1.0
,,,,0.1655,0.095,0.135,9.0,3.0
,,,,0.254,0.205,0.285,13.0,1.0
,,,,0.234,0.1465,0.23,12.0,3.0
,,,,0.2985,0.155,0.275,13.0,3.0
,,,,0.171,0.071,0.12,8.0,1.0
,,,,0.186,0.1085,0.16,9.0,3.0
,,,,0.109,0.067,0.12,9.0,2.0
,,,,0.1495,0.085,0.12,8.0,2.0
,,,,0.2755,0.1685,0.31,13.0,3.0
,,,,0.122,0.052,0.08,7.0,2.0
,,,,0.1995,0.1625,0.22,10.0,3.0
,,,,0.0755,0.0415,0.06,7.0,1.0
,,,,0.1595,0.0785,0.12,12.0,3.0
,,,,0.241,0.1355,0.205,9.0,1.0
,,,,0.2475,0.128,0.235,14.0,3.0
,,,,0.244,0.1635,0.255,10.0,1.0
,,,,0.174,0.111,0.135,8.0,1.0
,,,,0.1265,0.07,0.11,7.0,2.0
,,,,0.1665,0.115,0.165,10.0,1.0
,,,,0.1305,0.0755,0.105,8.0,3.0
,,,,0.1785,0.1125,0.14,9.0,3.0
,,,,0.187,0.1235,0.18,11.0,3.0
,,,,0.22,0.144,0.19,9.0,3.0
,,,,0.181,0.125,0.155,11.0,3.0
,,,,0.1285,0.0785,0.1,10.0,2.0
,,,,0.1715,0.1055,0.155,9.0,3.0
,,,,0.121,0.082,0.09,7.0,3.0
,,,,0.078,0.0485,0.07,7.0,2.0
,,,,0.404,0.2095,0.35,11.0,3.0
,,,,0.2935,0.158,0.245,15.0,3.0
,,,,0.336,0.1625,0.275,13.0,1.0
,,,,0.31,0.193,0.325,14.0,1.0
,,,,0.496,0.287,0.435,22.0,1.0
,,,,0.0485,0.029,0.035,7.0,2.0
,,,,0.1815,0.083,0.125,12.0,2.0
,,,,0.0485,0.032,0.04,9.0,2.0
,,,,0.001,0.0005,0.0015,1.0,2.0
,,,,0.0045,0.003,0.004,3.0,2.0
,,,,0.0025,0.002,0.003,3.0,2.0
,,,,0.0075,0.0045,0.005,5.0,2.0
,,,,0.3495,0.2185,0.275,17.0,1.0
,,,,0.034,0.0245,0.035,5.0,2.0
,,,,0.026,0.0105,0.02,5.0,2.0
,,,,0.0435,0.0265,0.04,8.0,2.0
,,,,0.063,0.039,0.06,8.0,2.0
,,,,0.0705,0.0345,0.06,10.0,2.0
,,,,0.0635,0.0325,0.05,13.0,2.0
,,,,0.0745,0.0415,0.07,9.0,2.0
,,,,0.0675,0.038,0.045,7.0,2.0
,,,,0.082,0.0545,0.07,7.0,2.0
,,,,0.0655,0.035,0.06,7.0,2.0
,,,,0.4205,0.2805,0.36,13.0,1.0
,,,,0.5135,0.2165,0.3,12.0,3.0
,,,,0.4485,0.217,0.345,15.0,3.0
,,,,0.485,0.2775,0.34,15.0,1.0
,,,,0.3835,0.2065,0.37,15.0,1.0
,,,,0.3805,0.175,0.41,19.0,1.0
,,,,0.341,0.1655,0.345,10.0,1.0
,,,,0.605,0.297,0.365,15.0,3.0
,,,,0.4775,0.2555,0.295,13.0,3.0
,,,,0.394,0.194,0.26,11.0,3.0
,,,,0.3675,0.1725,0.27,12.0,3.0
,,,,0.319,0.239,0.245,11.0,1.0
,,,,0.0445,0.0245,0.026,4.0,2.0
,,,,0.0465,0.028,0.04,6.0,1.0
,,,,0.3,0.1525,0.16,11.0,3.0
,,,,0.3615,0.186,0.235,14.0,1.0
,,,,0.1225,0.0635,0.0905,8.0,1.0
,,,,0.2185,0.0885,0.255,9.0,1.0
,,,,0.2035,0.1,0.17,13.0,3.0
,,,,0.4535,0.2855,0.55,22.0,3.0
,,,,0.412,0.2705,0.37,16.0,1.0
,,,,0.3875,0.2505,0.385,14.0,1.0
,,,,0.56,0.3335,0.45,15.0,1.0
,,,,0.4105,0.197,0.41,13.0,1.0
,,,,0.7425,0.327,0.585,22.0,1.0
,,,,0.493,0.245,0.49,12.0,3.0
,,,,0.532,0.3345,0.69,18.0,1.0
,,,,0.55,0.3115,0.43,20.0,1.0
,,,,0.2665,0.1605,0.25,11.0,3.0
,,,,0.314,0.1585,0.3,15.0,3.0
,,,,0.0915,0.057,0.075,7.0,2.0
,,,,0.177,0.104,0.15,9.0,3.0
,,,,0.2285,0.127,0.225,14.0,1.0
,,,,0.325,0.158,0.31,14.0,1.0
,,,,0.295,0.1965,0.285,10.0,3.0
,,,,0.288,0.1595,0.205,10.0,1.0
,,,,0.242,0.1325,0.205,17.0,3.0
,,,,0.132,0.0815,0.19,9.0,1.0
,,,,0.3155,0.1795,0.24,10.0,3.0
,,,,0.3835,0.226,0.325,17.0,1.0
,,,,0.501,0.279,0.355,12.0,3.0
,,,,0.428,0.2205,0.315,15.0,1.0
,,,,0.342,0.207,0.35,19.0,3.0
,,,,0.384,0.19,0.375,26.0,1.0
,,,,0.049,0.034,0.04,6.0,2.0
,,,,0.045,0.0285,0.035,6.0,2.0
,,,,0.039,0.0295,0.03,4.0,2.0
,,,,0.2215,0.1275,0.15,11.0,1.0
,,,,0.0905,0.0585,0.075,9.0,1.0
,,,,0.1455,0.0895,0.1,9.0,3.0
,,,,0.322,0.174,0.335,13.0,3.0
,,,,0.1065,0.0595,0.074,8.0,1.0
,,,,0.0885,0.0495,0.0715,6.0,1.0
,,,,0.182,0.114,0.15,10.0,3.0
,,,,0.0125,0.0095,0.011,4.0,2.0
,,,,0.007,0.005,0.005,3.0,2.0
,,,,0.471,0.369,0.535,13.0,1.0
,,,,0.2505,0.1635,0.195,14.0,1.0
,,,,0.3925,0.2355,0.275,10.0,1.0
,,,,0.4635,0.3055,0.39,21.0,3.0
,,,,0.443,0.2045,0.265,14.0,1.0
,,,,0.4595,0.3235,0.345,19.0,1.0
,,,,0.381,0.27,0.435,23.0,3.0
,,,,0.4335,0.2945,0.46,23.0,1.0
,,,,0.194,0.067,0.14,8.0,2.0
,,,,0.576,0.2475,0.39,14.0,3.0
,,,,0.1465,0.1015,0.12,10.0,1.0
,,,,0.315,0.1385,0.32,18.0,3.0
,,,,0.066,0.0255,0.06,6.0,2.0
,,,,0.0425,0.022,0.03,5.0,2.0
,,,,0.0165,0.0065,0.015,4.0,2.0
,,,,0.1065,0.075,0.1,11.0,1.0
,,,,0.039,0.041,0.035,5.0,2.0
,,,,0.0935,0.056,0.075,7.0,1.0
,,,,0.097,0.053,0.08,7.0,2.0
,,,,0.073,0.0415,0.065,7.0,2.0
,,,,0.27,0.1665,0.205,12.0,1.0
,,,,0.0865,0.053,0.095,8.0,1.0
,,,,0.0885,0.04,0.09,8.0,2.0
,,,,0.2135,0.161,0.2,12.0,1.0
,,,,0.134,0.0565,0.095,8.0,3.0
,,,,0.0475,0.042,0.035,5.0,2.0
,,,,0.0335,0.015,0.02,5.0,2.0
,,,,0.598,0.4085,0.71,16.0,3.0
,,,,0.5705,0.3175,0.355,11.0,1.0
,,,,0.403,0.2655,0.325,14.0,1.0
,,,,0.473,0.276,0.425,16.0,1.0
,,,,0.6045,0.325,0.33,13.0,1.0
,,,,0.406,0.2505,0.285,15.0,3.0
,,,,0.581,0.2275,0.3,14.0,1.0
,,,,0.4775,0.2565,0.48,14.0,3.0
,,,,0.579,0.3065,0.32,12.0,1.0
,,,,0.2325,0.1495,0.17,12.0,3.0
,,,,0.3005,0.152,0.24,8.0,3.0
,,,,0.2795,0.2185,0.18,13.0,1.0
,,,,0.2745,0.173,0.275,9.0,3.0
,,,,0.08,0.0555,0.055,6.0,2.0
,,,,0.092,0.074,0.09,8.0,2.0
,,,,0.56,0.2455,0.28,14.0,1.0
,,,,0.536,0.2905,0.245,8.0,3.0
,,,,0.3325,0.1635,0.27,22.0,3.0
,,,,0.4465,0.2065,0.245,12.0,1.0
,,,,0.408,0.259,0.22,9.0,1.0
,,,,0.509,0.286,0.34,16.0,1.0
,,,,0.7415,0.49,0.58,20.0,1.0
,,,,0.6935,0.336,0.395,13.0,1.0
,,,,0.7035,0.3885,0.395,18.0,3.0
,,,,0.9265,0.472,0.7,17.0,1.0
,,,,0.7495,0.392,0.485,16.0,3.0
,,,,0.48,0.287,0.35,18.0,1.0
,,,,0.392,0.246,0.34,12.0,3.0
,,,,0.61,0.2995,0.445,20.0,3.0
,,,,0.4085,0.2705,0.295,16.0,3.0
,,,,0.4985,0.3015,0.35,12.0,3.0
,,,,0.4215,0.244,0.355,19.0,1.0
,,,,0.4405,0.1655,0.265,11.0,1.0
,,,,0.479,0.2735,0.265,10.0,3.0
,,,,0.458,0.2765,0.315,12.0,1.0
,,,,0.68,0.299,0.47,17.0,3.0
,,,,0.6645,0.3455,0.415,16.0,3.0
,,,,0.692,0.3265,0.5,16.0,3.0
,,,,0.585,0.453,0.6,19.0,3.0
,,,,0.5095,0.314,0.42,14.0,3.0
,,,,0.4635,0.292,0.4,13.0,1.0
,,,,0.6845,0.3695,0.605,20.0,3.0
,,,,0.4935,0.3365,0.285,11.0,1.0
,,,,0.4995,0.2875,0.25,10.0,3.0
,,,,0.3895,0.183,0.37,15.0,1.0
,,,,0.3705,0.3135,0.33,12.0,3.0
,,,,0.3755,0.2805,0.385,15.0,1.0
,,,,0.33,0.189,0.25,10.0,1.0
,,,,0.313,0.137,0.2,10.0,1.0
,,,,0.226,0.122,0.195,12.0,1.0
,,,,0.373,0.21,0.235,10.0,1.0
,,,,0.216,0.1245,0.135,9.0,3.0
,,,,0.3515,0.152,0.215,12.0,1.0
,,,,0.207,0.1225,0.145,10.0,1.0
,,,,0.239,0.1435,0.22,14.0,1.0
,,,,0.222,0.119,0.14,9.0,2.0
,,,,0.1535,0.0595,0.105,10.0,2.0
,,,,0.277,0.115,0.18,10.0,1.0
,,,,0.252,0.137,0.18,10.0,3.0
,,,,0.1075,0.0545,0.08,9.0,2.0
,,,,0.0755,0.0535,0.07,6.0,2.0
,,,,0.116,0.064,0.115,11.0,2.0
,,,,0.3165,0.176,0.24,10.0,3.0
,,,,0.2385,0.144,0.185,8.0,1.0
,,,,0.256,0.139,0.26,12.0,1.0
,,,,0.4355,0.2075,0.31,11.0,1.0
,,,,0.27,0.131,0.175,9.0,3.0
,,,,0.295,0.1625,0.235,9.0,1.0
,,,,0.178,0.0985,0.155,7.0,3.0
,,,,0.3115,0.152,0.2,10.0,3.0
,,,,0.1655,0.083,0.11,7.0,2.0
,,,,0.3685,0.1985,0.24,12.0,3.0
,,,,0.2125,0.1045,0.15,8.0,1.0
,,,,0.39,0.182,0.29,16.0,1.0
,,,,0.4,0.246,0.285,11.0,1.0
,,,,0.3395,0.2215,0.235,8.0,1.0
,,,,0.4565,0.2425,0.34,15.0,1.0
,,,,0.41,0.2115,0.28,14.0,1.0
,,,,0.4625,0.2385,0.28,11.0,3.0
,,,,0.3475,0.1715,0.24,12.0,1.0
,,,,0.528,0.2465,0.39,14.0,3.0
,,,,0.3605,0.224,0.36,15.0,3.0
,,,,0.5595,0.267,0.4,20.0,3.0
,,,,0.488,0.349,0.45,20.0,1.0
,,,,0.367,0.199,0.36,16.0,3.0
,,,,0.223,0.16,0.235,13.0,1.0
,,,,0.518,0.358,0.505,14.0,3.0
,,,,0.2165,0.139,0.155,11.0,2.0
,,,,0.2465,0.123,0.2,13.0,3.0
,,,,0.036,0.0235,0.035,8.0,2.0
,,,,0.037,0.02,0.03,6.0,2.0
,,,,0.425,0.203,0.32,13.0,1.0
,,,,0.3935,0.2435,0.33,18.0,3.0
,,,,0.3995,0.1735,0.33,19.0,1.0
,,,,0.344,0.129,0.375,21.0,3.0
,,,,0.3775,0.1705,0.385,18.0,3.0
,,,,0.38,0.1665,0.295,18.0,3.0
,,,,0.4375,0.196,0.325,20.0,1.0
,,,,0.342,0.156,0.32,18.0,1.0
,,,,0.2475,0.13,0.255,22.0,1.0
,,,,0.122,0.0905,0.12,13.0,2.0
,,,,0.2815,0.137,0.22,11.0,1.0
,,,,0.084,0.0435,0.09,7.0,2.0
,,,,0.0915,0.055,0.09,14.0,2.0
,,,,0.143,0.0645,0.085,9.0,1.0
,,,,0.249,0.138,0.25,13.0,1.0
,,,,0.095,0.0525,0.085,10.0,2.0
,,,,0.0785,0.0585,0.07,8.0,2.0
,,,,0.275,0.1625,0.285,19.0,3.0
,,,,0.134,0.0325,0.085,10.0,2.0
,,,,0.159,0.077,0.12,10.0,3.0
,,,,0.283,0.129,0.275,9.0,3.0
,,,,0.329,0.136,0.39,13.0,1.0
,,,,0.354,0.1575,0.375,16.0,1.0
,,,,0.4765,0.232,0.375,12.0,1.0
,,,,0.365,0.159,0.26,18.0,3.0
,,,,0.6975,0.4725,0.58,16.0,1.0
,,,,0.592,0.3175,0.42,16.0,3.0
,,,,0.581,0.354,0.36,17.0,3.0
,,,,0.405,0.2195,0.255,11.0,3.0
,,,,0.57,0.3045,0.33,14.0,3.0
,,,,0.3485,0.1735,0.24,11.0,1.0
,,,,0.51,0.259,0.39,15.0,3.0
,,,,0.0695,0.045,0.08,9.0,2.0
,,,,0.123,0.057,0.0995,10.0,2.0
,,,,0.293,0.1525,0.235,11.0,3.0
,,,,0.115,0.061,0.075,11.0,1.0
,,,,0.3865,0.224,0.265,12.0,3.0
,,,,0.026,0.018,0.025,6.0,2.0
,,,,0.0215,0.012,0.02,5.0,2.0
,,,,0.0255,0.02,0.025,6.0,2.0
,,,,0.008,0.0035,0.008,5.0,2.0
,,,,0.5425,0.3035,0.4,12.0,3.0
,,,,0.567,0.2735,0.41,13.0,1.0
,,,,0.5975,0.305,0.625,17.0,3.0
,,,,0.545,0.2665,0.465,21.0,1.0
,,,,0.313,0.1715,0.2185,9.0,3.0
,,,,0.2895,0.1405,0.177,10.0,3.0
,,,,0.151,0.0645,0.1045,9.0,2.0
,,,,0.2645,0.1415,0.181,11.0,3.0
,,,,0.272,0.1455,0.2765,10.0,3.0
,,,,0.261,0.1395,0.2645,17.0,1.0
,,,,0.1565,0.091,0.1345,9.0,3.0
,,,,0.4955,0.254,0.415,17.0,1.0
,,,,0.637,0.3405,0.58,21.0,1.0
,,,,0.5305,0.2635,0.455,16.0,1.0
,,,,0.7055,0.3215,0.475,29.0,3.0
,,,,0.3605,0.2445,0.3,17.0,1.0
,,,,0.3785,0.1765,0.24,15.0,1.0
,,,,0.429,0.212,0.26,19.0,3.0
,,,,0.4235,0.237,0.305,12.0,1.0
,,,,0.381,0.1615,0.315,13.0,3.0
,,,,0.378,0.2385,0.29,11.0,1.0
,,,,0.5235,0.3065,0.36,15.0,3.0
,,,,0.3485,0.1795,0.235,11.0,1.0
,,,,0.44,0.2195,0.285,14.0,3.0
,,,,0.475,0.19,0.285,14.0,1.0
,,,,0.357,0.181,0.29,13.0,1.0
,,,,0.5345,0.2855,0.41,11.0,3.0
,,,,0.486,0.2635,0.415,15.0,1.0
,,,,0.5875,0.2185,0.37,17.0,1.0
,,,,0.3445,0.2235,0.305,15.0,3.0
,,,,0.4245,0.2595,0.48,12.0,3.0
,,,,0.435,0.209,0.3,19.0,3.0
,,,,0.427,0.2315,0.345,11.0,3.0
,,,,0.3275,0.202,0.305,10.0,1.0
,,,,0.3665,0.1635,0.245,12.0,3.0
,,,,0.378,0.27,0.395,23.0,3.0
,,,,0.378,0.2145,0.36,15.0,3.0
,,,,0.4385,0.256,0.36,13.0,3.0
,,,,0.4385,0.2305,0.42,17.0,3.0
,,,,0.4865,0.247,0.315,15.0,1.0
,,,,0.3325,0.157,0.305,12.0,1.0
,,,,0.3815,0.221,0.365,15.0,1.0
,,,,0.36,0.204,0.25,11.0,1.0
,,,,0.3005,0.209,0.275,16.0,2.0
,,,,0.439,0.245,0.34,10.0,2.0
,,,,0.221,0.1265,0.135,10.0,3.0
,,,,0.249,0.181,0.21,10.0,3.0
,,,,0.061,0.0365,0.045,6.0,1.0
,,,,0.031,0.0215,0.025,5.0,3.0
,,,,0.0385,0.0195,0.03,6.0,1.0
,,,,0.1115,0.0575,0.075,9.0,1.0
,,,,0.033,0.0215,0.03,5.0,1.0
,,,,0.06,0.034,0.045,4.0,1.0
,,,,0.078,0.059,0.055,6.0,3.0
,,,,0.0155,0.0085,0.01,3.0,1.0
,,,,0.0845,0.0385,0.055,5.0,3.0
,,,,0.0935,0.0445,0.07,9.0,2.0
,,,,0.0145,0.008,0.01,5.0,1.0
,,,,0.0265,0.0095,0.015,4.0,1.0
,,,,0.0095,0.006,0.005,4.0,1.0
,,,,0.0065,0.003,0.005,3.0,1.0
,,,,0.282,0.159,0.235,14.0,3.0
,,,,0.3965,0.255,0.26,12.0,3.0
,,,,0.0885,0.059,0.085,9.0,1.0
,,,,0.299,0.156,0.205,20.0,2.0
,,,,0.192,0.1055,0.13,13.0,3.0
,,,,0.1845,0.1055,0.155,12.0,2.0
,,,,0.1695,0.086,0.11,9.0,3.0
,,,,0.2095,0.1225,0.145,10.0,2.0
,,,,0.1895,0.08,0.155,11.0,2.0
,,,,0.2,0.145,0.179,11.0,2.0
,,,,0.043,0.0255,0.04,7.0,1.0
,,,,0.0335,0.02,0.0325,5.0,1.0
,,,,0.093,0.066,0.0885,10.0,3.0
,,,,0.242,0.1415,0.179,15.0,3.0
,,,,0.1585,0.0925,0.131,11.0,3.0
,,,,0.1,0.057,0.1135,15.0,1.0
,,,,0.1565,0.0695,0.117,8.0,1.0
,,,,0.099,0.051,0.085,10.0,3.0
,,,,0.0585,0.038,0.049,11.0,1.0
,,,,0.0315,0.018,0.027,8.0,1.0
,,,,0.017,0.0055,0.0155,7.0,1.0
,,,,0.3605,0.1555,0.23,12.0,3.0
,,,,0.3695,0.2005,0.255,11.0,2.0
,,,,0.495,0.203,0.33,17.0,2.0
,,,,0.4145,0.195,0.345,13.0,2.0
,,,,0.335,0.1735,0.25,12.0,2.0
,,,,0.2075,0.131,0.155,13.0,2.0
,,,,0.287,0.141,0.12,9.0,2.0
,,,,0.2605,0.1665,0.16,10.0,2.0
,,,,0.3075,0.205,0.255,14.0,2.0
,,,,0.4585,0.298,0.37,12.0,3.0
